,"(0, 0)","(0, 1)"
160,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8975074924106414}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7272.352973688022}}"
161,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8116598908350076}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3616.288900526433}}"
162,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5043825114333871}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5731.2769410717365}}"
163,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9967408978443804}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3139.8896967720384}}"
164,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9039766150230798}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6327.728698885134}}"
165,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.11546776674896866}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3772.5300904378882}}"
166,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.47510534702873036}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2244.985218972386}}"
167,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.34679363453480855}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2132.210308733762}}"
168,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6088401773699473}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3821.103892070678}}"
169,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4324719832955566}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6141.188196681041}}"
170,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6727760732156743}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6193.222558877385}}"
171,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9623421476828511}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6705.152021697673}}"
172,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.41214192101702657}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 390.02126423270676}}"
173,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4109538661179549}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 408.0749476524999}}"
174,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7640337357183932}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2390.301343603197}}"
175,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8527385563462775}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6908.161779154183}}"
176,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9856868583786715}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6576.680189653502}}"
177,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6487354265508978}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7961.076764667347}}"
178,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.31135772282613705}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5220.834522570658}}"
179,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.18810248603559102}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3639.357526311326}}"
180,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4250008740948293}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7363.4557321110415}}"
181,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9057819930534469}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6977.606749242568}}"
182,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.33490053932361086}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 533.5608087042556}}"
183,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.28360733318186554}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6509.5780082761585}}"
184,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.2845909250714636}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3740.332781978346}}"
185,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.10623459762565397}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3744.2482268673452}}"
186,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1541884317847684}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4780.991011174883}}"
187,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.46786951349595046}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2850.60160120264}}"
188,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9035830568163007}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 639.8878628111839}}"
189,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5989370577450139}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 319.6962992498875}}"
190,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1279883993196367}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5253.382536818736}}"
191,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.141216490999615}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6471.799746024922}}"
192,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.20851240102017407}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4324.92817288146}}"
193,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7557549665054483}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2854.425317773162}}"
194,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1263916057137575}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7138.888263188211}}"
195,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5821790212289782}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5743.024421579575}}"
196,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4660667678654362}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3180.2700335010586}}"
197,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7906497522008744}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6471.101086303552}}"
198,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.15770117658267266}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3938.254108136172}}"
199,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.015974998190100675}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 738.1486386585316}}"
200,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.10914757059543005}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3302.7589381100015}}"
201,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5204678575235846}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4460.731059138546}}"
202,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5555126628887154}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1197.1369521523163}}"
203,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.651175744056005}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1420.3547906952679}}"
204,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.17905858167698038}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4758.567931168677}}"
205,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8956862401277619}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1623.908082123426}}"
206,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.08265730820191482}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1678.245423321701}}"
207,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3906560660666098}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 704.8788477435955}}"
208,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.33791336393859384}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7019.386580314113}}"
209,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7958752972743287}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4228.160794664517}}"
210,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.2907126563328594}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5682.731609347527}}"
211,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.15454941961345464}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2498.0335316770534}}"
212,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5974183733280612}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 334.3418270590774}}"
213,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.015604704239149858}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5193.640404835191}}"
214,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9285158471215819}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2040.3514830523955}}"
215,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.22311810748133687}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4059.2391798865474}}"
216,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.39127063496641395}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4958.066890751228}}"
217,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7401903393847633}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3234.3446885616618}}"
218,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7841280346659187}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1033.3260766129044}}"
219,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.23547562255330542}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3585.313560842688}}"
220,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.019358862342625932}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2993.6680052378983}}"
221,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8207542699929942}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3356.238723995712}}"
222,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6642098608319323}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 653.0711213389943}}"
223,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3981323167242974}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7329.399881899401}}"
224,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8720240285828725}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1585.843387594094}}"
225,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3043283067008885}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4747.242837763551}}"
226,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7846645110101518}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7721.890268225191}}"
227,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9921722531150696}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7347.663862478029}}"
228,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.30589079860585844}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7059.06611324375}}"
229,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8535548577874207}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1969.3254761017934}}"
230,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9071062837805015}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5417.142541741288}}"
231,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8729964277228357}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7989.348764491171}}"
232,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5335759070798782}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4942.831125321596}}"
233,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.18816503065896978}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5077.171826095605}}"
234,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7353851289200933}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7952.729732815315}}"
235,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.05176647070866398}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2427.4705422871366}}"
236,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5109814468816933}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2096.4378784811115}}"
237,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.08596694381631527}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5803.709761411454}}"
238,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.31783729094535507}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1052.7290392226532}}"
239,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7667160619050566}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5166.804121379511}}"
240,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6323287441278047}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7463.889296149048}}"
241,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8039774891383027}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1383.988810235998}}"
242,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.623738213631527}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2099.5113279825737}}"
243,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.34683025103544385}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1024.2310517757892}}"
244,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.2326183627538139}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6012.517119409487}}"
245,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.02950604554540455}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3869.146960381395}}"
246,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.356371238824187}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7677.106151296698}}"
247,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9281063833296166}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3553.8038053598953}}"
248,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6331797556868245}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5738.6072679223325}}"
249,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5154143069003886}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4649.0260532175125}}"
250,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7817267275440819}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6603.161175212974}}"
251,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.13125335930410945}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7320.858576468425}}"
252,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.47795734570659487}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 681.7669874111562}}"
253,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.729133460089617}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3610.061247694237}}"
254,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7997095459288743}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7406.751235777074}}"
255,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1247095203218787}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 261.93718679568894}}"
256,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.41329173430387656}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5571.98003614022}}"
257,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.062095751886327426}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3512.691165868353}}"
258,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.908317435188618}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7775.224394360208}}"
259,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.47908146913604543}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7909.436247943491}}"
260,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.18199715303084443}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3924.8174051505493}}"
261,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.785140116449023}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7968.963615066854}}"
262,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.861300253452737}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 678.8174229122342}}"
263,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.506204957229363}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5600.424255422188}}"
264,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6398370669264327}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2874.3926249947076}}"
265,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6566951520470866}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7976.978610454414}}"
266,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.08110713453126565}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4132.796270152704}}"
267,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.24350432786056259}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2106.5127152387277}}"
268,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.26423617704149394}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7646.154060322965}}"
269,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3660520556736645}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 964.3293059547937}}"
270,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.03851661158871942}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3981.2776292944827}}"
271,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8807996841254887}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 139.26638178640107}}"
272,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3331302966767737}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7027.029169678478}}"
273,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6157475391724183}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6560.16798228916}}"
274,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9834710564733011}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4492.89463130027}}"
275,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.940591281581124}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1464.0928510880995}}"
276,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9285747177765742}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1497.6688812840648}}"
277,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.656055827543982}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7931.532338787239}}"
278,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9202285007230964}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 192.47778852626573}}"
279,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.45536399463529753}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2735.006408501004}}"
280,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7889468884954847}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4114.085124470863}}"
281,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.14741025699691745}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4009.5056850601345}}"
282,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5917382214297583}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7712.903029931982}}"
283,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5329555089474146}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2178.1271318678623}}"
284,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3806596471640937}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6372.977149942127}}"
285,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5148987961371374}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7521.429032446228}}"
286,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1571090816816839}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6291.88110129189}}"
287,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6287439253807834}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6739.755775662622}}"
288,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4867256137896248}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4458.41469890777}}"
289,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8087546705187412}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5749.964378801975}}"
290,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.06374574429997723}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6757.712849187506}}"
291,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7378074615694175}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4755.020197768283}}"
292,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.19516992968860847}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2098.437495919862}}"
293,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.30322640822350116}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5168.720992062243}}"
294,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.36855389168138747}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3898.4627654275214}}"
295,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8991998764260716}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6294.804762749049}}"
296,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9567631304412472}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4349.603937021085}}"
297,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1400646590461787}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3911.2277007819207}}"
298,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.45854162856924385}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 206.40417550142064}}"
299,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9888112539643625}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5583.488068944202}}"
300,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.912996269611839}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4100.767216253689}}"
301,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6009216513582541}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2143.408004880099}}"
302,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.22369160393628937}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7205.303554516055}}"
303,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8130613593187699}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3313.308820613404}}"
304,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4508838579355843}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7366.88616633631}}"
305,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5291368367382768}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5498.584760806521}}"
306,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.47792548621209263}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5111.477626494662}}"
307,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.24948055994598448}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6586.18475465024}}"
308,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8115126412084539}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2403.488711765521}}"
309,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7762737411029476}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1623.3774713685366}}"
310,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8123716335798957}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 839.3982912448628}}"
311,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4975732429408446}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7387.572158228093}}"
312,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5787912059441841}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7069.484539621511}}"
313,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1447568360323073}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3815.608103918697}}"
314,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6853668725238138}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2829.9199938814872}}"
315,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.06653124750317962}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7548.8735011414055}}"
316,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7157637250296189}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6307.870190197381}}"
317,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5580499720080914}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 424.64094402344756}}"
318,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4577081200504427}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1656.1834952911831}}"
319,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1303191898801425}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1881.451221497019}}"
